1651190400000,4.39500000,4.43300000,4.38900000,4.43300000,6137.10000000,1651193999999,27089.94340000,99,3483.90000000,15393.50410000,0
1651194000000,4.42900000,4.45400000,4.42900000,4.43800000,2711.10000000,1651197599999,12028.18020000,69,1960.80000000,8699.94440000,0
1651197600000,4.43000000,4.43200000,4.37200000,4.37500000,3160.70000000,1651201199999,13921.82990000,85,1293.90000000,5705.64280000,0
1651201200000,4.37500000,4.40000000,4.36700000,4.40000000,15971.30000000,1651204799999,70018.67270000,83,9469.30000000,41470.33390000,0
1651204800000,4.39700000,4.56900000,4.36600000,4.38800000,622775.60000000,1651208399999,2772806.36530000,5162,418888.10000000,1867267.36780000,0
1651208400000,4.39200000,4.40400000,4.37500000,4.37900000,9158.10000000,1651211999999,40195.41510000,75,1732.20000000,7619.74700000,0
1651212000000,4.37900000,4.51800000,4.37400000,4.42400000,56414.00000000,1651215599999,250036.89000000,728,29640.80000000,131241.81640000,0
1651215600000,4.43600000,4.44400000,4.42000000,4.43200000,7415.20000000,1651219199999,32863.52720000,77,1830.80000000,8114.77610000,0
1651219200000,4.42400000,4.44400000,4.40300000,4.40500000,6734.70000000,1651222799999,29791.30010000,60,1518.80000000,6740.75860000,0
1651222800000,4.40400000,4.40400000,4.34000000,4.34300000,14840.80000000,1651226399999,64804.10710000,177,3226.20000000,14056.81520000,0
1651226400000,4.34000000,4.49400000,4.33400000,4.35300000,27244.00000000,1651229999999,120572.97690000,452,12395.70000000,54433.04120000,0
1651230000000,4.33700000,4.42000000,4.31500000,4.33000000,16573.20000000,1651233599999,71926.60460000,331,12270.80000000,53210.54520000,0
1651233600000,4.33900000,4.43000000,4.32900000,4.40900000,52930.60000000,1651237199999,232921.60410000,322,30215.60000000,133198.48730000,0
1651237200000,4.40800000,4.41100000,4.26300000,4.33400000,35495.20000000,1651240799999,153197.87800000,386,9512.20000000,40970.42900000,0
1651240800000,4.32400000,4.41600000,4.10800000,4.20200000,69961.90000000,1651244399999,296604.02040000,990,22503.20000000,95665.53120000,0
1651244400000,4.20200000,4.22200000,4.19000000,4.19600000,12502.80000000,1651247999999,52581.90490000,164,5733.40000000,24112.41780000,0
1651248000000,4.19300000,4.59400000,4.13700000,4.20400000,100486.80000000,1651251599999,438065.55760000,1597,63065.80000000,273949.67250000,0
1651251600000,4.20400000,4.21300000,4.15800000,4.19000000,29526.50000000,1651255199999,123645.75880000,232,9857.30000000,41228.75020000,0
1651255200000,4.19200000,4.43000000,4.15100000,4.17500000,617863.40000000,1651258799999,2631792.26420000,3719,354052.70000000,1514254.84640000,0
1651258800000,4.17100000,4.48200000,4.07300000,4.15400000,113286.30000000,1651262399999,481333.17260000,2014,50847.10000000,217457.23430000,0
1651262400000,4.15000000,4.20000000,4.14300000,4.17400000,17342.70000000,1651265999999,72325.18080000,158,13528.80000000,56389.77160000,0
1651266000000,4.17400000,4.20400000,4.17100000,4.17300000,7127.80000000,1651269599999,29855.32650000,77,5893.10000000,24680.38690000,0
1651269600000,4.17300000,4.18300000,4.15800000,4.18300000,2921.30000000,1651273199999,12191.36470000,45,2415.00000000,10080.93430000,0
1651273200000,4.18500000,4.19700000,4.16300000,4.16800000,7963.10000000,1651276799999,33279.44560000,58,5919.50000000,24761.81670000,0
